text,category
,pin_blocked
Si ta zhbllokoj PIN-in tim?,pin_blocked
Çfarë ndodh nëse harroj PIN-in tim?,pin_blocked
Kam vënë shumë herë pinin e gabuar dhe tani është bllokuar. Mund të më ndihmoni ta zhbllokoj?,pin_blocked
Kam arritur të bllokoj kartën time në gjendje të dehur :(( Ndihmë!,pin_blocked
Pse është bllokuar kodi im PIN?,pin_blocked
Kam përdorur pinin tim shumë herë.,pin_blocked
PIN-i im është bllokuar.,pin_blocked
"Karta ime u bllokua, si ta rivendos?",pin_blocked
Numri im PIN ishte i pasaktë dhe nuk mund ta qasem.,pin_blocked
A ka ndonjë mënyrë për të rivendosur PIN-in tim?,pin_blocked
Çfarë duhet të bëj nëse kam tejkaluar të gjitha përpjekjet e mia për PIN?,pin_blocked
Si mund të zhbllokohem?,pin_blocked
"E bllokova gabimisht kartën time, si ta zhbllokoj?",pin_blocked
Çfarë duhet të bëj nëse tejkaloj përpjekjet e mia për PIN?,pin_blocked
Si u bllokova për futjen e kunjave të gabuara?,pin_blocked
Çfarë duhet të bëj nëse i kam përdorur të gjitha provat e mia PIN?,pin_blocked
PIN-i im nuk funksionon.,pin_blocked
"Kam harruar se cili është numri im pin dhe tani jam i bllokuar, a mund të më ndihmoni të hyj?",pin_blocked
Ku mund ta zhbllokoj PIN-in tim?,pin_blocked
Kam harruar pinin tim dhe jam bllokuar tani. A mund ta rivendos diku?,pin_blocked
Duhet ta kem futur gabim kodin PIN.,pin_blocked
Unë jam i bllokuar nga futja e pinit tim.,pin_blocked
Çfarë duhet të bëj për të zhbllokuar PIN-in tim?,pin_blocked
Kam futur pinin tim gabim shumë herë.,pin_blocked
"Kam përdorur të gjitha provat e mia PIN, çfarë tani?",pin_blocked
Ku të shkoj për të zhbllokuar PIN-in tim?,pin_blocked
Po sikur të shkruaj kodin PIN të gabuar shumë herë?,pin_blocked
Çfarë duhet të bëj nëse PIN-i im është bllokuar?,pin_blocked
A mund ta zhbllokoj pinin tim duke përdorur aplikacionin?,pin_blocked
Sa herë mund të fus një PIN të gabuar përpara se të bllokohet?,pin_blocked
PIN-i im u bllokua.,pin_blocked
Rastësisht vendosa shumë herë pinin e gabuar dhe tani më duhet ta zhbllokoj. Mund të ndihmoni me këtë?,pin_blocked
I kam tejkaluar të gjitha përpjekjet e mia për PIN,pin_blocked
Si të zhbllokoj PIN-in tim?,pin_blocked
Sa përpjekje të pasakta shkaktojnë bllokimin e kartës?,pin_blocked
Më udhëzoni se si të zhbllokoj PIN-in tim,pin_blocked
"Ju lutem, do të zhbllokoni pinin tim? Nuk e di pse, por është bllokuar.",pin_blocked
I kam përdorur të gjitha provat e mia PIN. Cfare duhet te bej tani?,pin_blocked
A ka ndonjë numër për të telefonuar për të zhbllokuar pinin tim?,pin_blocked
"PIN-i im duket se është i bllokuar, më ndihmoni ta qasem?",pin_blocked
Si mund ta zhbllokoj kartën time?,pin_blocked
Mund të kem futur gabim kodin PIN dhe llogaria është bllokuar. Çfarë duhet të bëj për ta zhbllokuar.,pin_blocked
Nuk mund ta përdor PIN-in tim.,pin_blocked
"PIN-i im u bllokua, ndihmë.",pin_blocked
Ku ta zhbllokoj PIN-in tim?,pin_blocked
"Unë jam bllokuar tani sepse kam futur pinin e gabuar, kam nevojë për ndihmë.",pin_blocked
"PIN-i im është bllokuar, çfarë duhet të bëj?",pin_blocked
Shumë herë kam futur kodin PIN të gabuar. Si mund ta zhbllokoj llogarinë time?,pin_blocked
Llogaria ime është bllokuar sepse kam futur kodin e gabuar shumë herë. Më ndihmo të zhbllokoj.,pin_blocked
Kam futur pinin e gabuar shumë herë dhe tani mendoj se është bllokuar. Çfarë të bëj?,pin_blocked
"Jam bllokuar duke përdorur pinin e gabuar shumë herë, a mund të më ndihmoni?",pin_blocked
"PIN-i im nuk funksionon, a mund të më ndihmoni?",pin_blocked
Si mund ta zhbllokoj llogarinë time pasi kam shtypur shumë herë kodin PIN të gabuar?,pin_blocked
E kam futur pinin gabim shumë herë dhe tani është bllokuar. Mund të më ndihmoni?,pin_blocked
A mund të zhbllokoni pinin tim sepse kam vendosur të gabuarën shumë herë.,contactless_not_working
Më duhet një numër i ri PIN.,contactless_not_working
Mund të zhbllokoni llogarinë time? Kam futur gabim kodin PIN.,contactless_not_working
E kam provuar PIN-in tim shumë herë,contactless_not_working
Kam goditur shumë herë në kunja e gabuar dhe jam mbyllur jashtë.,contactless_not_working
Nuk mund ta kuptoj se si ta zhbllokoj numrin tim të pinit. A mund te me ndihmosh?,contactless_not_working
A duhet ta çinstaloj aplikacionin përpara se ta provoj përsëri?,contactless_not_working
Si ndodhi që kur u përpoqa të paguaja pa kontakt në autobus nuk funksionoi?,contactless_not_working
Pse pa kontakt nuk funksionon?,contactless_not_working
Pagesat e mia pa kontakt nuk funksionojnë.,contactless_not_working
sa ditë përpunohet kartela e re?,contactless_not_working
Jam konfuz. Imja pa kontakt papritmas nuk funksionon askund ku përpiqem ta përdor. Si ta rregulloj?,contactless_not_working
A do ta zgjidhte problemin riinstalimi i aplikacionit?,contactless_not_working
Kam provuar të përdor pa kontakt në disa vende sot dhe nuk funksionon askund. Më dukej mirë. Si mund ta bëj atë të funksionojë përsëri?,contactless_not_working
Çfarë duhet të bëj për të vënë në punë pajisjen pa kontakt?,contactless_not_working
Terminali ku kam paguar nuk ma merr kartën. Ka dicka qe nuk shkon?,contactless_not_working
Pse nuk u pranua pa kontakt në metro?,contactless_not_working
A mund të bëj pagesa pa kontakt?,contactless_not_working
Nuk mund të marr një pagesë pa kontakt për të punuar.,contactless_not_working
Pagesat pa kontakt duhet të aktivizohen për kartën time.,contactless_not_working
Më ndihmo të konfiguroj pagesat pa kontakt.,contactless_not_working
Pa kontakt ime pushoi së punuari sot për asnjë arsye të mirë. Nuk funksionon pavarësisht se ku përpiqem ta përdor. Ju lutem mund të më ndihmoni ta rregulloj?,contactless_not_working
Jam i hutuar se pse pa kontakt nuk po funksionon.,contactless_not_working
Kam nevojë për ndihmë për të rregulluar pa kontakt. Nuk funksionon kudo që shkoj sot.,contactless_not_working
Pagesat pa kontakt nuk funksionojnë.,contactless_not_working
si të merrni një kartë të re?,contactless_not_working
Si t'i zgjidh problemet pa kontakt?,contactless_not_working
Si mund ta rregulloj pa kontakt?,contactless_not_working
A aplikohet ndonjë tarifë për kartën e re?,contactless_not_working
Unë kam një pa kontakt që është i prishur.,contactless_not_working
Imja pa kontakt është jofunksionale.,contactless_not_working
Si mund të marr një kartë të re?,contactless_not_working
"Pa kontakt ime pushoi së punuari sot, pavarësisht se ku përpiqem ta përdor. Si mund ta bëj që të fillojë të punojë përsëri?",contactless_not_working
Si t'i zgjidh problemet kur pa kontakt nuk funksionon?,contactless_not_working
Si mund ta rregulloj kartën time nëse funksioni pa kontakt nuk funksionoi këtë mëngjes?,contactless_not_working
"Më herët po përpiqesha të përdorja pa kontakt, por nuk funksionoi.",top_up_by_bank_transfer_charge
Pse nuk do të funksiononte puna ime pa kontakt për metro?,top_up_by_bank_transfer_charge
A janë të sakta cilësimet e mia pa kontakt? U përpoqa ta përdor sot por nuk funksionoi.,top_up_by_bank_transfer_charge
Kam probleme me pa kontakt.,top_up_by_bank_transfer_charge
"Kam probleme me përdorimin e pagesave pa kontakt, a mund të dëmtohet karta ime?",top_up_by_bank_transfer_charge
"Cila është arsyeja kur u përpoqa të paguaj pa kontakt në autobus, nuk funksionoi?",top_up_by_bank_transfer_charge
A ka një tarifë shtesë për transferimin?,top_up_by_bank_transfer_charge
A do të ketë një tarifë për rimbushjen me llogari me një transfertë SEPA?,top_up_by_bank_transfer_charge
Cilat janë tarifat për marrjen e një transferte SEPA?,top_up_by_bank_transfer_charge
A ka një tarifë për transfertat SEPA?,top_up_by_bank_transfer_charge
A do të tarifohem për një transferim SEPA?,top_up_by_bank_transfer_charge
Sa është tarifa për të rimbushur llogarinë time,top_up_by_bank_transfer_charge
A do të më tarifoni për mbushjen me transfertë?,top_up_by_bank_transfer_charge
Mund të më thoni koston e një transferimi?,top_up_by_bank_transfer_charge
A merrni transferta SWIFT?,top_up_by_bank_transfer_charge
Sa është tarifa për marrjen e një transferte SEPA?,top_up_by_bank_transfer_charge
A do t'i marr të gjitha paratë e dërguara në llogarinë time me transfertë SEPA?,top_up_by_bank_transfer_charge
A do të shoh një tarifë për një transferim SEPA?,top_up_by_bank_transfer_charge
A mund të bëj një transferim SWIFT?,top_up_by_bank_transfer_charge
Çfarë do të tarifohem për të marrë një transfertë SEPA?,top_up_by_bank_transfer_charge
Sa kushton për të marrë para?,top_up_by_bank_transfer_charge
A ka një tarifë për përdorimin e transfertave për rimbushje?,top_up_by_bank_transfer_charge
"Nëse dikush më dërgon para, a do të tarifohem?",top_up_by_bank_transfer_charge
A pranoni transferta SWIFT?,top_up_by_bank_transfer_charge
A jam i ngarkuar për marrjen e parave?,top_up_by_bank_transfer_charge
A do të tarifohem për mbushjen me transfertë?,top_up_by_bank_transfer_charge
A do të ngarkohem me ndonjë tarifë për marrjen e parave?,top_up_by_bank_transfer_charge
A ka tarifa për marrjen e një transferimi SEPA?,top_up_by_bank_transfer_charge
A ka një tarifë për të plotësuar me transferta bankare?,top_up_by_bank_transfer_charge
A ofroni transferta SWIFT?,top_up_by_bank_transfer_charge
A do të tarifohem për një transferim të lartë?,top_up_by_bank_transfer_charge
A do të tarifohem për marrjen e parave?,top_up_by_bank_transfer_charge
A ka tarifa për të marrë para?,top_up_by_bank_transfer_charge
A do të ketë tarifë kur paratë të shtohen në llogarinë time?,top_up_by_bank_transfer_charge
Cilat janë tarifat që lidhen me rimbushjen nëpërmjet transfertës?,top_up_by_bank_transfer_charge
A mund të përdor transfertat SWIFT?,top_up_by_bank_transfer_charge
Sa kushton një transferim?,top_up_by_bank_transfer_charge
A ka një tarifë për një transferim SEPA,top_up_by_bank_transfer_charge
pse paguani për transferta?,top_up_by_bank_transfer_charge
A ka një tarifë për të bërë një transferim?,top_up_by_bank_transfer_charge
Cila është tarifa për të bërë një transferim,top_up_by_bank_transfer_charge
"Nëse do të transferohesha, sa do të ishte kostoja?",top_up_by_bank_transfer_charge
A kushton ndonjë gjë për të transferuar para për një rimbushje?,top_up_by_bank_transfer_charge
A do të gjobihem për mbushje me transferim?,top_up_by_bank_transfer_charge
cili është çmimi i një transferimi?,top_up_by_bank_transfer_charge
"Nëse plotësoj duke përdorur një transferim, a aplikohen tarifa?",top_up_by_bank_transfer_charge
A tarifohem nëse marr para?,top_up_by_bank_transfer_charge
A do të jem në gjendje të përdor transferimet SWIFT?,top_up_by_bank_transfer_charge
A ka ndonjë tarifë për marrjen e parave?,top_up_by_bank_transfer_charge
sa do të tarifohem për të bërë një transferim?,top_up_by_bank_transfer_charge
A ka një tarifë për mbushje?,top_up_by_bank_transfer_charge
A mund të transferoj para duke përdorur shërbimin SWIFT?,top_up_by_bank_transfer_charge
A ka një tarifë për transfertat?,top_up_by_bank_transfer_charge
a ka një tarifë për transferimin e shpejtë,top_up_by_bank_transfer_charge
Sa kushton mbushja me transfertë?,top_up_by_bank_transfer_charge
Cilat janë tarifat për përdorimin e transfertës për të plotësuar llogarinë time?,top_up_by_bank_transfer_charge
A paguani ndonjë gjë për mbushje?,top_up_by_bank_transfer_charge
A janë të disponueshme transfertat SWIFT në këtë bankë?,top_up_by_bank_transfer_charge
"Nëse do të bëja një transferim, cila është tarifa për këtë?",top_up_by_bank_transfer_charge
Sa duhet të paguaj për një transferim?,top_up_by_bank_transfer_charge
A ka një pagesë për marrjen e parave të mia?,top_up_by_bank_transfer_charge
A merr ky program transferta SWIFT?,top_up_by_bank_transfer_charge
Sa kushton për të marrë një transfertë SEPA?,top_up_by_bank_transfer_charge
Sa do të jetë për të paguar me një transfertë bankare duke përdorur SEPA?,top_up_by_bank_transfer_charge
A do të ketë një tarifë nëse marr një transferim SEPA,top_up_by_bank_transfer_charge
A tarifohem nëse bëj një rimbushje?,top_up_by_bank_transfer_charge
a keni një tarifë për marrjen e një transferimi SEPA?,top_up_by_bank_transfer_charge
Sa kushton një transferim?,top_up_by_bank_transfer_charge
A mund të bëj një transferim SWIFT me ju?,top_up_by_bank_transfer_charge
A është i pranueshëm një transferim SWIFT?,top_up_by_bank_transfer_charge
A do të tarifohem për shtimin e parave me transfertë?,top_up_by_bank_transfer_charge
Sa do të më kushtojë për një transferim SEPA?,top_up_by_bank_transfer_charge
Sa do të më kushtonte nëse transferoja?,top_up_by_bank_transfer_charge
Çfarë duhet të pres që të tarifohem në një transferim SEPA?,top_up_by_bank_transfer_charge
Sa është kostoja e një transferimi?,top_up_by_bank_transfer_charge
"Dua të rimbush llogarinë time me një transfertë bankare, por a do të tarifohem?",top_up_by_bank_transfer_charge
A mund të bëj një transferim SWIFT?,top_up_by_bank_transfer_charge
A jeni në dijeni të ndonjë tarife për marrjen e parave?,top_up_by_bank_transfer_charge
A mbështeten transfertat SWIFT?,top_up_by_bank_transfer_charge
A ka një tarifë për marrjen e parave?,top_up_by_bank_transfer_charge
A mund të transferoj duke përdorur SWIFT?,top_up_by_bank_transfer_charge
A do të tarifohem për marrjen e parave?,top_up_by_bank_transfer_charge
Cilat janë tarifat shtesë për një transferim SWIFT?,top_up_by_bank_transfer_charge
A më kushton ndonjë gjë për të plotësuar llogarinë time nëpërmjet transfertës bankare?,top_up_by_bank_transfer_charge
Sa kushton për të bërë transferime?,top_up_by_bank_transfer_charge
Sa do të më kushtonte një transfertë bankare për të plotësuar llogarinë time?,top_up_by_bank_transfer_charge
A merrni transferta SWIFT?,top_up_by_bank_transfer_charge
A ka një tarifë për plotësimin me transfertë?,top_up_by_bank_transfer_charge
A do të tarifohem për marrjen e parave?,top_up_by_bank_transfer_charge
"Për transfertat SEPA, çfarë lloj tarife do të aplikohet?",top_up_by_bank_transfer_charge
A ka tarifa shtesë nëse më duhet të transferoj?,top_up_by_bank_transfer_charge
A do të tarifohem për mbushjen me transfertë?,top_up_by_bank_transfer_charge
Sa është tarifa e trajtimit për transferimin?,top_up_by_bank_transfer_charge
A më kushton të shtoj para?,top_up_by_bank_transfer_charge
A tarifohem nëse marr para?,top_up_by_bank_transfer_charge
Do të më ngarkoni mua për të mbledhur paratë?,top_up_by_bank_transfer_charge
A mund të transferoj nga SWIFT?,top_up_by_bank_transfer_charge
sa është tarifa për një transferim në llogarinë time,top_up_by_bank_transfer_charge
A paguaj një tarifë për transfertat SEPA?,top_up_by_bank_transfer_charge
A ka një kosto për të marrë para?,top_up_by_bank_transfer_charge
"Do të doja të bëja një transferim SEPA në llogarinë time, por a do të tarifohem?",top_up_by_bank_transfer_charge
A mund të ndikojnë tarifat e palëve të treta në një transferim?,top_up_by_bank_transfer_charge
A paguani për transfertat?,top_up_by_bank_transfer_charge
A do të tarifohem për rimbushjen e llogarisë sime duke përdorur një transfertë bankare?,top_up_by_bank_transfer_charge
Sa do të tarifohesha për një transferim?,top_up_by_bank_transfer_charge
A ka një tarifë shtesë?,top_up_by_bank_transfer_charge
a janë transfertat SWIFT një opsion?,top_up_by_bank_transfer_charge
Sa kushton për të bërë një transferim?,top_up_by_bank_transfer_charge
"Nëse plotësoj me transfertë, a do të tarifohem?",top_up_by_bank_transfer_charge
Cilat janë tarifat për marrjen e transfertave SEPA?,top_up_by_bank_transfer_charge
A ka ndonjë tarifë të lidhur me marrjen e parave?,top_up_by_bank_transfer_charge
Sa kushton çdo transferim?,pending_top_up
A ka ndonjë tarifë të lidhur me marrjen e parave me këtë llogari?,pending_top_up
A do të tarifohem për të plotësuar llogarinë time?,pending_top_up
Çfarë lloj tarife ka për të rimbushur llogarinë time?,pending_top_up
A i përpunoni transfertat SWIFT?,pending_top_up
Dua të bëj një transferim të shpejtë,pending_top_up
Sa kohë duhet për të kaluar një rimbushje?,pending_top_up
Kam përshtypjen se rimbushja ime është ende në pritje,pending_top_up
Sa kohë do të duhet që paratë e mia të depozitohen?,pending_top_up
Unë vendos para në kartën time dhe nuk i shoh ato në bilanc,pending_top_up
Unë kam një rimbushje që është ende në pritje dhe doja të dija për të.,pending_top_up
"Është ende në pritje, jam ende në pritje. Sistemi juaj thjesht tregon rimbushjen time në pritje. Çfarë po ndodh?",pending_top_up
Pse rimbushja ime nuk po përfundon?,pending_top_up
Po sikur mbushja ime të mos kalojë?,pending_top_up
"Rendisni mbushjen tuaj ju lutem! Ka qenë në pritje që një orë tashmë, ju lutem mund ta bëni këtë të kalojë sa më shpejt që më duhen vërtet paratë",pending_top_up
Thotë që rimbushja ime është e paplotë?,pending_top_up
Duket se rimbushja ime është ende në pritje.,pending_top_up
Rimbushja ime nuk ka kaluar ende.,pending_top_up
Duket sikur mbushja ime nuk ka kaluar,pending_top_up
Sa kohë do të mbetet në pritje rimbushja ime?,pending_top_up
Mendoj se rimbushja ime është ende në pritje?,pending_top_up
"Diçka nuk shkon me mbushjen! Unë jam një klient i rregullt dhe e përdor shërbimin tuaj gjatë gjithë kohës, zakonisht kjo funksionon, por tani thjesht shfaqet si në pritje",pending_top_up
pse nuk po kalon mbushja ime?,pending_top_up
"E mbusha, por nuk është në llogarinë time",pending_top_up
Kur do të ndodhë rimbushja ime?,pending_top_up
"Rimbushja ime ka qenë në pritje për një orë tashmë, dhe kam shumë nevojë që kjo të kalojë sa më shpejt që të jetë e mundur. Mund të më ndihmoni?",pending_top_up
Cila është arsyeja pse rimbushja ime është ende në pritje?,pending_top_up
sa kohë duhet për të pasqyruar në bilancin tim një mbushje,pending_top_up
Rimbushja ime po merr pak kohë për t'u përpunuar!,pending_top_up
Mbushja ime është e paplotë.,pending_top_up
Fondet e mia shtesë nuk janë ende të disponueshme.,pending_top_up
Pse nuk ka përfunduar ende në pritje rimbushja ime?,pending_top_up
"Ku janë fondet e mia? E mbarova makinën time, por më dukej se nuk kishte përfunduar.",pending_top_up
"Unë u përpoqa të mbushja, por fondet shfaqen si në pritje. Mendova se ishte e menjëhershme?",pending_top_up
"U përpoqa të mbushja, por nuk mbaroi.",pending_top_up
A duhet të përfundojë rimbushja ime deri tani?,pending_top_up
Mbushja ime nuk përfundoi.,pending_top_up
Pse nuk ka kaluar ende mbushja ime?? Mendova se duhej të ishte e menjëhershme? e kam gabim? Pse është ende në pritje?,pending_top_up
"Mbusha dhe shkova të blej diçka, por thotë se fondet e mia janë në pritje. A ka ndonjë mënyrë për ta shpejtuar këtë proces?",pending_top_up
Kur do të miratohet rimbushja ime?,pending_top_up
Rimbushja ime nuk kaloi; thotë ende në pritje. Çfarë ka me këtë?,pending_top_up
Nuk mund t'i gjej paratë që sapo shtova në llogarinë time.,pending_top_up
Çfarë do të thotë nëse rimbushja ime nuk ka kaluar?,pending_top_up
"Rimbushja ime nuk ka kaluar ende, pse?",pending_top_up
Kam më shumë se një orë duke pritur që të plotësohet për më shumë se një orë dhe më duhen fondet tani.,pending_top_up
"Përshëndetje, unë jam një klient i ri dhe sapo u përpoqa të mbushja për herë të parë. Sipas informacionit tuaj, transaksioni duhet të jetë i menjëhershëm - pse ai ende shfaqet si në pritje?",pending_top_up
"Unë u përpoqa të plotësoja llogarinë time, por ajo është ngrirë në një gjendje pezull për më shumë se një orë tani! A është kjo normale? Unë jam një klient i ri dhe kjo është hera ime e parë që e bëj këtë. Unë supozova se do të bëhej më shpejt se kaq.",pending_top_up
Llogaria ime është e re pse nuk mund të rimbush,pending_top_up
"Ndihmë, nuk i shoh paratë e mia që sapo shtova.",pending_top_up
Çfarë ndodhi me mbushjen time? Nuk reflektohet.,pending_top_up
"Unë jam duke pritur për një rimbushje, është ende në pritje",pending_top_up
Unë jam një klient i ri dhe u përpoqa të mbushem sot për herë të parë. Është ende në pritje dhe nuk duket se po funksionon. Më duhet ta rregulloj këtë.,pending_top_up
"Duhej gaz, u vonua për gjysmë ore. Ju lutemi rregulloni!",pending_top_up
Dje mbusha kartën time. Pse nuk u përfundua pasi ishte ende në pritje?,pending_top_up
Më tregoni pse rimbushja ime është në pritje.,pending_top_up
Sa kohë duhet të pres që të kalojë mbushja?,pending_top_up
Mbushja ngarkohet në kartë dhe nuk ka përditësim.,pending_top_up
Rimbushja ime duket se është në pritje për një kohë të gjatë?,pending_top_up
"Kam paguar tashmë për rimbushje, por fondet nuk janë ende të disponueshme, ku janë ato?",pending_top_up
Çfarë duhet të bëj nëse rimbushja ime nuk ka kaluar?,pending_top_up
Rimbushja ime nuk ka kaluar,pending_top_up
A nuk funksionon mbushja ime?,pending_top_up
Rimbushja ime është ende në pritje,pending_top_up
Pse rimbushja ime nuk ka kaluar ende?,pending_top_up
"Përshëndetje, provova të mbushja për herë të parë sot (jam klient i ri) dhe transaksioni është treguar në pritje për gjysmë ore të fundit. Mund ta rregulloni?",pending_top_up
Mbushja ime thotë se është ende në pritje,pending_top_up
Kam mbushur rreth gjysmë ore më parë dhe tarifimi është ende në pritje. Unë jam një klient i ri dhe sot është hera ime e parë që e bëj këtë. Mund ta rregulloni? Nuk duket se po funksionon.,pending_top_up
Sa kohë duhet që mbushja ime të pastrohet?,pending_top_up
sa kohë duhet të pres të pres kur të shtoj para,pending_top_up
Unë jam ende duke pritur për rimbushjen!,pending_top_up
A ka ndonjë problem me sistemin e rimbushjes? Transaksioni im nuk ka kaluar siç duhet,pending_top_up
Sa kohë do të jetë në pritje rimbushja ime?,pending_top_up
Unë besoj se rimbushja ime është ende në pritje,pending_top_up
Pse nuk ka kaluar rimbushja ime?,pending_top_up
Pse mbushja ime për llogarinë time të re nuk është e menjëhershme,pending_top_up
Paratë e mia nuk janë depozituar ende. Kur do të jetë?,pending_top_up
Unë jam ende duke pritur që rimbushja ime të kalojë,pending_top_up
"Sa kohë pas një rimbushjeje të dështuar, fondet do të kthehen në llogari",pending_top_up
Maja ime është ende në pritje.,pending_top_up
Rimbushja ime nuk ka ndodhur ende.,pending_top_up
A ka kaluar mbushja ime?,pending_top_up
Sa kohë duhet për një rimbushje?,pending_top_up
"Kam përdorur kartën time për të plotësuar, por ajo thotë se është ende në pritje. Çfarë do të thotë kjo?",pending_top_up
Kur do të kalojë rimbushja ime?,pending_top_up
Sa kohë duhet që të kalojë një mbushje,pending_top_up
Unë kam një rimbushje në pritje,pending_top_up
Pse është ende në pritje rimbushja që bëra.,pending_top_up
Rimbushja ime është ende në pritje,pending_top_up
Rimbushja ime është ende në pritje,pending_top_up
Rimbushja ime kërkon shumë kohë për t'u përfunduar.,pending_top_up
Unë nuk mendoj se pop-up ka kaluar ende.,pending_top_up
sa kohë janë në pritje rimbushjet e mia,pending_top_up
A kam bërë diçka gabim? Ku është mbushja ime?,pending_top_up
Pse nuk ka kaluar rimbushja ime?,pending_top_up
A duhet që rimbushja ime të jetë ende në pritje?,pending_top_up
rimbushja është ende në pritje,pending_top_up
Kam pritur që të përfundojë rimbushja dhe ende nuk ka kaluar.,pending_top_up
"Po përpiqem të plotësoj kartën time, por ajo është ende në pritje dhe ka kaluar një orë. A ka ndonjë mënyrë për ta bërë atë të kalojë më shpejt? A nuk kam mjaftueshëm?",pending_top_up
Ju lutemi shpjegoni pse rimbushja ime nuk është përpunuar ende?,pending_top_up
Pse nuk mund t'i shikoj fondet e mia pasi kam rimbushur?,pending_top_up
Rimbushja ime nuk ka kaluar,pending_top_up
Jam shumë i sigurt që rimbushja ime është ende në pritje.,pending_top_up
Kur do të përfundojë rimbushja ime?,pending_top_up
"Rimbushja ime vazhdon të shfaqet në pritje? Deri kur do të jenë gjërat kështu? Ditë, javë, muaj? Më duhen urgjentisht paratë për një blerje të rëndësishme kafeje, a mund të më njoftoni kur do të funksionojë mbushja?",pending_top_up
"Unë mendoj se diçka nuk është në rregull me mbushjen tuaj. Unë kam pritur pak më shumë se një orë që kjo të përfundojë, a mund ta dërgoni atë për mua?",pending_top_up
Sa kohë duhet për të kaluar plotësimet,pending_top_up
Provova të mbushja për herë të parë sot pasi jam klient i ri. Nuk duket se po funksionon. Ka të paktën gjysmë ore në pritje. Ju lutemi kujdesuni për këtë.,pending_top_up
"Sa kohë duhet të jetë në pritje një rimbushje, sepse një orë është shumë e gjatë! A mund ta rregulloni këtë për të kaluar?",pending_top_up
Ka një rimbushje që është në pritje për një orë dhe nuk e di pse. E prisja menjëherë dhe më duhej tani!,pending_top_up
"A mund të më thoni se çfarë nuk shkon? Unë e plotësoj me ju gjatë gjithë kohës, por këtë herë ajo thjesht tregon se rimbushja ime është në pritje. Çfarë po ndodh?",pending_top_up
Rimbushja ime duket se është në pritje.,pending_top_up
A ka ndonjë arsye që rimbushja ime është ende në pritje?,pending_top_up
pse është në pritje të rimbushjes,pending_top_up
"E mbusha llogarinë time, por nuk mendoj se ka kaluar.",pending_top_up
Mbushja është e prishur.,pending_top_up
"A ka diçka që nuk shkon me mbushjen time që bëra një orë më parë? është ende në pritje. Më duhen ato para, nuk kam mundësi të pres ose të më kthehen.",pending_top_up
Pse është në pritje rimbushja ime?,pending_top_up
"Si është e mundur që rimbushja ime nuk kaloi menjëherë, siç ndodh zakonisht?",pending_top_up
Ka kaluar ca kohë që nga rimbushja e mbushjes.,pending_top_up
"Shtova para në kartë, por transaksioni nuk u krye",pending_top_up
Sa kohë më duhet të pres derisa rimbushja ime të mos jetë në pritje?,pending_top_up
mbushja nuk është përfunduar,pending_top_up
Duket se rimbushja ime nuk ka kaluar.,pending_top_up
"Edhe pse i shtova paratë ey në kartë, nuk munda ta përdorja",pending_top_up
Sa kohë duhet që një rimbushje të miratohet?,pending_top_up
Si mund ta kompletoj mbushjen time?,pending_top_up
Çfarë po zgjat kaq shumë me mbushjen time?,pending_top_up
Kur do të aplikohet rimbushja ime?,pending_top_up
Mund të shikoni pse rimbushja ime më e fundit po shfaqet si në pritje? Mendova se duhej të ishte i menjëhershëm.,pending_top_up
"Sapo bëra një rimbushje, por duket se është në pritje! Unë e përdor shërbimin tuaj gjatë gjithë kohës dhe nuk kam pasur asnjë problem më parë. Pse vazhdon të shfaqet si në pritje?",pending_top_up
Sa kohë zgjat rimbushja ime në pritje?,pending_top_up
"E mbusha mbrëmë por nuk kam fonde, pse jo?",pending_top_up
Sa kohë duhet që të përfundojë rimbushja? Unë kam qenë duke pritur një kohë.,pending_top_up
A ka ndonjë arsye që rimbushja ime nuk ka kaluar?,pending_top_up
Problem me mbarimin tim,pending_top_up
Si mund ta di nëse rimbushja ime ka kaluar?,pending_top_up
Ju lutem mund të rregulloni rimbushjen tuaj? Më duhet që kjo të kalojë sa më shpejt sepse më duhen vërtet paratë. Tashmë është në pritje për një orë.,pending_top_up
Mund të më thoni pse dritarja ime kërcyese është ende në pritje?,pending_top_up
"klient i ri dhe mbush gaz per here te pare sot, nuk punon,",pending_top_up
Çfarë po më merr kaq gjatë rimbushjes?,pending_top_up
Çfarë nuk shkon me rimbushjen time?,pending_top_up
Kur do të jetë procesi im i rimbushjes?,pending_top_up
A mund të më shpjegoni pse një rimbushje do të ishte ende në pritje?,pending_top_up
Sa kohë do të duhet që mbushja ime të funksionojë? Është ende në pritje,pending_top_up
A nuk supozohet se mbushja ime është e plotë?,pending_top_up
Cila është arsyeja që rimbushja ime është ende në pritje?,pending_top_up
Kur do të kalojë mbushja ime?,pending_top_up
Ju lutemi renditni mbushjen tuaj! Rimbushja ime ka qenë në pritje për një orë tashmë. Ju lutem mund ta bëni atë të kalojë sa më shpejt të jetë e mundur. Më duhen vërtet paratë.,pending_top_up
Rimbushja ime nuk ka postuar.,pending_top_up
"Bëra një rimbushje dje, por është ende në pritje.",cancel_transfer
"Përshëndetje, unë jam një klient krejt i ri dhe u përpoqa të mbushja për herë të parë sot. Ka gjysmë ore në pritje dhe duket se nuk funksionon. Ju lutemi zgjidhni këtë.",cancel_transfer
Unë kam një kartë të re dhe nuk mund t'i shtoj para. Provova rreth 30 minuta më parë dhe është ende në pritje. Çfarë të bëj?,cancel_transfer
